created_time,Id,location
2024-12-09 11:17:42,5c3967fb-2803-4ef0-a4e7-679cbbfc2997,./runs/detect/train4\weights/best.pt
2024-12-11 12:51:52,7e1b244a-e479-475a-9340-ec3b44d669ce,./runs/detect/train5\weights/best.pt
